model,image_name,label,early_late_spearman,strict_promotion_fraction,promotion_flip_spearman,promotion_flip_top_iou
vit_base_patch16_224,ILSVRC2012_val_00032120.JPEG,157,0.2630612254142761,0.020408162847161293,0.7021428942680359,0.27272728085517883
vit_base_patch16_224,ILSVRC2012_val_00032188.JPEG,256,0.031836722046136856,0.08163265138864517,0.883877694606781,0.75
vit_base_patch16_224,ILSVRC2012_val_00032370.JPEG,948,-0.15877552330493927,0.08163265138864517,0.8864285349845886,0.5555555820465088
vit_base_patch16_224,ILSVRC2012_val_00032435.JPEG,416,-0.1485714316368103,0.12244898080825806,0.8845918774604797,0.75
vit_base_patch16_224,ILSVRC2012_val_00032552.JPEG,287,0.350408136844635,0.020408162847161293,0.8878571391105652,0.75
vit_base_patch16_224,ILSVRC2012_val_00032623.JPEG,277,0.4346939027309418,0.020408162847161293,0.8705102205276489,0.5555555820465088
vit_base_patch16_224,ILSVRC2012_val_00032646.JPEG,248,0.5151020288467407,0.0,0.7929591536521912,0.1666666716337204
vit_base_patch16_224,ILSVRC2012_val_00032695.JPEG,996,-0.5796938538551331,0.1428571492433548,0.9194898009300232,0.5555555820465088
vit_base_patch16_224,ILSVRC2012_val_00032723.JPEG,426,-0.20306122303009033,0.040816325694322586,0.9026530981063843,0.75
vit_base_patch16_224,ILSVRC2012_val_00032911.JPEG,543,0.11153063923120499,0.08163265138864517,0.8439795970916748,0.4000000059604645
vit_base_patch16_224,ILSVRC2012_val_00032926.JPEG,647,0.0990816056728363,0.06122449040412903,0.8730611801147461,0.5555555820465088
vit_base_patch16_224,ILSVRC2012_val_00032950.JPEG,420,-0.33132654428482056,0.10204081982374191,0.934183657169342,0.75
vit_base_patch16_224,ILSVRC2012_val_00033014.JPEG,119,-0.09000000357627869,0.12244898080825806,0.8037754893302917,0.1666666716337204
vit_base_patch16_224,ILSVRC2012_val_00033018.JPEG,346,0.23255100846290588,0.020408162847161293,0.9316326379776001,0.4000000059604645
vit_base_patch16_224,ILSVRC2012_val_00033076.JPEG,99,0.4248979687690735,0.040816325694322586,0.8604081869125366,0.5555555820465088
vit_base_patch16_224,ILSVRC2012_val_00033149.JPEG,200,0.6774490475654602,0.0,0.7145918607711792,0.27272728085517883
vit_base_patch16_224,ILSVRC2012_val_00033150.JPEG,18,0.06173468753695488,0.06122449040412903,0.8162245154380798,0.75
vit_base_patch16_224,ILSVRC2012_val_00033171.JPEG,796,-0.36642855405807495,0.12244898080825806,0.8764285445213318,0.1666666716337204
vit_base_patch16_224,ILSVRC2012_val_00033207.JPEG,534,-0.08479589223861694,0.08163265138864517,0.8095918893814087,0.4000000059604645
vit_base_patch16_224,ILSVRC2012_val_00033255.JPEG,825,-0.3148980140686035,0.08163265138864517,0.8723469972610474,0.4000000059604645
vit_base_patch16_224,ILSVRC2012_val_00033340.JPEG,90,-0.3891836702823639,0.1428571492433548,0.92734694480896,0.4000000059604645
