source_model,sample_index,image_name,layer,condition,global_polarity,global_mode,grid_h,grid_w,drop_count,drop_ratio,global_cosine_clean_masked,kept_token_cosine_clean_masked,score_map_spearman_clean_masked,clean_route_gradient_cosine,view_cosine_to_raw_mean,view_sign_agreement,view_effective_rank
cait_s24_224,8,ILSVRC2012_val_00024926.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9888235926628113,0.8849149346351624,0.8193849921226501,0.06353004276752472,0.2699091136455536,0.4965249001979828,19.648691177368164
cait_s24_224,9,ILSVRC2012_val_00025075.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9858661890029907,0.8432910442352295,0.5235662460327148,0.004311213735491037,0.21567097306251526,0.47277018427848816,19.958158493041992
cait_s24_224,10,ILSVRC2012_val_00025315.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.988946795463562,0.8729467391967773,0.6884173154830933,0.009206176735460758,0.19155381619930267,0.45930391550064087,19.695037841796875
cait_s24_224,11,ILSVRC2012_val_00025390.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9852213859558105,0.8435874581336975,0.6296137571334839,0.02250043861567974,0.26787981390953064,0.4745738208293915,19.285736083984375
cait_s24_224,12,ILSVRC2012_val_00025402.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9897090196609497,0.901982307434082,0.8875263929367065,0.0065558962523937225,0.20874004065990448,0.4880191683769226,19.927623748779297
cait_s24_224,13,ILSVRC2012_val_00025408.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9950296878814697,0.9226198196411133,0.8882021307945251,0.001291695050895214,0.2172257900238037,0.4688018262386322,19.661394119262695
cait_s24_224,14,ILSVRC2012_val_00025416.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.984932541847229,0.866812527179718,0.7293086051940918,0.007422714959830046,0.19577789306640625,0.4628341495990753,19.773908615112305
cait_s24_224,15,ILSVRC2012_val_00025440.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9920203685760498,0.960207462310791,0.9018670916557312,0.020761165767908096,0.2801131308078766,0.49155139923095703,19.675823211669922
cait_s24_224,16,ILSVRC2012_val_00025446.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9863643050193787,0.907351553440094,0.8303612470626831,-0.019067324697971344,0.14730915427207947,0.4747910797595978,19.900503158569336
cait_s24_224,17,ILSVRC2012_val_00025563.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.986407995223999,0.8805540800094604,0.5437480807304382,0.04541165381669998,0.32820925116539,0.5015581846237183,18.971364974975586
cait_s24_224,18,ILSVRC2012_val_00025800.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9916521906852722,0.9037408232688904,0.7821036577224731,0.0004613976925611496,0.23231516778469086,0.4891103208065033,19.482566833496094
cait_s24_224,19,ILSVRC2012_val_00025844.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9873858690261841,0.8597626090049744,0.7406466007232666,0.02902311272919178,0.22411350905895233,0.48721399903297424,19.97269058227539
cait_s24_224,20,ILSVRC2012_val_00025851.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9921737313270569,0.8959782123565674,0.8816103339195251,-0.005384325981140137,0.212738037109375,0.49040377140045166,19.901561737060547
cait_s24_224,21,ILSVRC2012_val_00025907.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9300288558006287,0.873140275478363,0.3501852750778198,0.04515989124774933,0.2720641791820526,0.4961894154548645,19.56792640686035
cait_s24_224,22,ILSVRC2012_val_00025989.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9831470847129822,0.8973984122276306,0.8305971026420593,0.001909529441036284,0.20753048360347748,0.4730149805545807,19.680505752563477
cait_s24_224,23,ILSVRC2012_val_00026068.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.990925669670105,0.8390774130821228,0.49364328384399414,0.002763744443655014,0.2138601839542389,0.47478973865509033,19.96689796447754
cait_s24_224,24,ILSVRC2012_val_00026088.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9899846911430359,0.9247153997421265,0.8692188262939453,-0.005612290930002928,0.13208641111850739,0.45746639370918274,19.945316314697266
cait_s24_224,25,ILSVRC2012_val_00026113.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.962959885597229,0.9068577289581299,0.8237343430519104,0.1391126960515976,0.30035197734832764,0.5133533477783203,18.476974487304688
cait_s24_224,26,ILSVRC2012_val_00026139.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.98720782995224,0.8367285132408142,0.7010941505432129,0.010038723237812519,0.1074921116232872,0.44430968165397644,19.895580291748047
cait_s24_224,27,ILSVRC2012_val_00026145.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9929613471031189,0.89433354139328,0.8105348348617554,0.05711032822728157,0.2823658883571625,0.49470365047454834,19.586753845214844
cait_s24_224,28,ILSVRC2012_val_00026189.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9793612360954285,0.8815039992332458,0.7081974744796753,0.023212319239974022,0.1703995019197464,0.4853329658508301,19.925262451171875
cait_s24_224,29,ILSVRC2012_val_00026202.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.985061526298523,0.8587377667427063,0.616976797580719,0.024118851870298386,0.29588890075683594,0.5015691518783569,19.33302116394043
cait_s24_224,30,ILSVRC2012_val_00026226.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9804041981697083,0.815086305141449,0.738075852394104,0.017064373940229416,0.21020793914794922,0.46973055601119995,19.871828079223633
cait_s24_224,31,ILSVRC2012_val_00026280.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9884971380233765,0.8620367646217346,0.7759437561035156,0.013769453391432762,0.25390830636024475,0.47634759545326233,19.598997116088867
cait_s24_224,32,ILSVRC2012_val_00026315.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.993471622467041,0.914262056350708,0.7203101515769958,0.0059737227857112885,0.21399913728237152,0.4704606533050537,19.637657165527344
cait_s24_224,33,ILSVRC2012_val_00026328.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9836245775222778,0.9071255922317505,0.8870689868927002,-0.004675610456615686,0.2056475728750229,0.4792972207069397,19.69407844543457
