model,sample_index,image_name,target_mode,map_variant,map_rank_spearman,map_top_half_iou,gradcam_zero
cait_s24_224,17,ILSVRC2012_val_00000724.JPEG,predicted,gradcam_relu,0.19217939674854279,0.37062937021255493,False
cait_s24_224,18,ILSVRC2012_val_00000781.JPEG,predicted,gradcam_relu,-0.20409278571605682,0.24840764701366425,False
cait_s24_224,19,ILSVRC2012_val_00000809.JPEG,predicted,gradcam_relu,-0.038996245712041855,0.29801324009895325,False
cait_s24_224,20,ILSVRC2012_val_00000871.JPEG,predicted,gradcam_relu,0.03421176224946976,0.3154362440109253,False
cait_s24_224,21,ILSVRC2012_val_00000890.JPEG,predicted,gradcam_relu,-0.20212289690971375,0.1807228922843933,False
cait_s24_224,22,ILSVRC2012_val_00000989.JPEG,predicted,gradcam_relu,0.005237112287431955,0.39007091522216797,False
cait_s24_224,23,ILSVRC2012_val_00001094.JPEG,predicted,gradcam_relu,0.008378423750400543,0.45185184478759766,False
cait_s24_224,16,ILSVRC2012_val_00000695.JPEG,predicted,gradcam_signed,-0.23403804004192352,0.24840764701366425,False
cait_s24_224,17,ILSVRC2012_val_00000724.JPEG,predicted,gradcam_signed,0.09857756644487381,0.4000000059604645,False
cait_s24_224,18,ILSVRC2012_val_00000781.JPEG,predicted,gradcam_signed,-0.22499980032444,0.24840764701366425,False
cait_s24_224,19,ILSVRC2012_val_00000809.JPEG,predicted,gradcam_signed,-0.10427368432283401,0.29801324009895325,False
cait_s24_224,20,ILSVRC2012_val_00000871.JPEG,predicted,gradcam_signed,0.03576409071683884,0.3154362440109253,False
cait_s24_224,21,ILSVRC2012_val_00000890.JPEG,predicted,gradcam_signed,-0.35264286398887634,0.20245398581027985,False
cait_s24_224,22,ILSVRC2012_val_00000989.JPEG,predicted,gradcam_signed,0.07173696160316467,0.37062937021255493,False
cait_s24_224,23,ILSVRC2012_val_00001094.JPEG,predicted,gradcam_signed,0.3345121741294861,0.49618321657180786,False
cait_s24_224,16,ILSVRC2012_val_00000695.JPEG,predicted,gradcam_abs,-0.1005554273724556,0.27272728085517883,False
cait_s24_224,17,ILSVRC2012_val_00000724.JPEG,predicted,gradcam_abs,-0.18306784331798553,0.24840764701366425,False
cait_s24_224,18,ILSVRC2012_val_00000781.JPEG,predicted,gradcam_abs,-0.23148323595523834,0.27272728085517883,False
cait_s24_224,19,ILSVRC2012_val_00000809.JPEG,predicted,gradcam_abs,0.0001753141696099192,0.28947368264198303,False
cait_s24_224,20,ILSVRC2012_val_00000871.JPEG,predicted,gradcam_abs,-0.01306090597063303,0.28947368264198303,False
cait_s24_224,21,ILSVRC2012_val_00000890.JPEG,predicted,gradcam_abs,0.33712276816368103,0.46268656849861145,False
cait_s24_224,22,ILSVRC2012_val_00000989.JPEG,predicted,gradcam_abs,0.3584425747394562,0.4736842215061188,False
cait_s24_224,23,ILSVRC2012_val_00001094.JPEG,predicted,gradcam_abs,-0.3258325457572937,0.20245398581027985,False
cait_s24_224,24,ILSVRC2012_val_00001115.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,25,ILSVRC2012_val_00001343.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,26,ILSVRC2012_val_00001379.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,27,ILSVRC2012_val_00001425.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,28,ILSVRC2012_val_00001434.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,29,ILSVRC2012_val_00001435.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,30,ILSVRC2012_val_00001512.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,31,ILSVRC2012_val_00001537.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,24,ILSVRC2012_val_00001115.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,25,ILSVRC2012_val_00001343.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,26,ILSVRC2012_val_00001379.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,27,ILSVRC2012_val_00001425.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,28,ILSVRC2012_val_00001434.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,29,ILSVRC2012_val_00001435.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,30,ILSVRC2012_val_00001512.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,31,ILSVRC2012_val_00001537.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,24,ILSVRC2012_val_00001115.JPEG,predicted,gradcam_relu,-0.1956394612789154,0.4100719392299652,False
cait_s24_224,25,ILSVRC2012_val_00001343.JPEG,predicted,gradcam_relu,0.1486520767211914,0.30666667222976685,False
cait_s24_224,26,ILSVRC2012_val_00001379.JPEG,predicted,gradcam_relu,-0.2825968861579895,0.23270440101623535,False
cait_s24_224,27,ILSVRC2012_val_00001425.JPEG,predicted,gradcam_relu,0.696993350982666,0.719298243522644,False
cait_s24_224,28,ILSVRC2012_val_00001434.JPEG,predicted,gradcam_relu,-0.2864665389060974,0.22499999403953552,False
cait_s24_224,29,ILSVRC2012_val_00001435.JPEG,predicted,gradcam_relu,0.24193674325942993,0.35172414779663086,False
cait_s24_224,30,ILSVRC2012_val_00001512.JPEG,predicted,gradcam_relu,-0.022722309455275536,0.3154362440109253,False
cait_s24_224,31,ILSVRC2012_val_00001537.JPEG,predicted,gradcam_relu,0.2297922521829605,0.4736842215061188,False
cait_s24_224,24,ILSVRC2012_val_00001115.JPEG,predicted,gradcam_signed,0.09384726732969284,0.35172414779663086,False
cait_s24_224,25,ILSVRC2012_val_00001343.JPEG,predicted,gradcam_signed,0.08208528161048889,0.37062937021255493,False
cait_s24_224,26,ILSVRC2012_val_00001379.JPEG,predicted,gradcam_signed,-0.3130250573158264,0.23270440101623535,False
cait_s24_224,27,ILSVRC2012_val_00001425.JPEG,predicted,gradcam_signed,0.7040027379989624,0.719298243522644,False
cait_s24_224,28,ILSVRC2012_val_00001434.JPEG,predicted,gradcam_signed,-0.2659229040145874,0.22499999403953552,False
cait_s24_224,29,ILSVRC2012_val_00001435.JPEG,predicted,gradcam_signed,0.2279195785522461,0.43065693974494934,False
cait_s24_224,30,ILSVRC2012_val_00001512.JPEG,predicted,gradcam_signed,0.02640550211071968,0.3333333432674408,False
cait_s24_224,31,ILSVRC2012_val_00001537.JPEG,predicted,gradcam_signed,0.38438111543655396,0.4202898442745209,False
cait_s24_224,24,ILSVRC2012_val_00001115.JPEG,predicted,gradcam_abs,-0.09028042107820511,0.3154362440109253,False
cait_s24_224,25,ILSVRC2012_val_00001343.JPEG,predicted,gradcam_abs,-0.04328666254878044,0.29801324009895325,False
cait_s24_224,26,ILSVRC2012_val_00001379.JPEG,predicted,gradcam_abs,-0.08215540647506714,0.3243243098258972,False
cait_s24_224,27,ILSVRC2012_val_00001425.JPEG,predicted,gradcam_abs,0.4633696973323822,0.6198347210884094,False
