model,image_name,condition,mix_gain,mlp_gain,total_gain
pit_b_224,ILSVRC2012_val_00031495.JPEG,random,0.17137005925178528,-0.15668748319149017,0.014682590961456299
pit_b_224,ILSVRC2012_val_00031548.JPEG,promotion,0.011818082071840763,-0.30647706985473633,-0.29465898871421814
pit_b_224,ILSVRC2012_val_00031586.JPEG,promotion,0.1535460501909256,-0.23755280673503876,-0.08400678634643555
pit_b_224,ILSVRC2012_val_00031548.JPEG,stable_high,0.004006546456366777,-0.27342689037323,-0.2694203555583954
pit_b_224,ILSVRC2012_val_00031586.JPEG,stable_high,0.16014494001865387,-0.13405098021030426,0.026093972846865654
pit_b_224,ILSVRC2012_val_00031548.JPEG,stable_low,-0.0573124960064888,-0.29772546887397766,-0.35503795742988586
pit_b_224,ILSVRC2012_val_00031586.JPEG,stable_low,0.11788003891706467,-0.27650150656700134,-0.15862147510051727
pit_b_224,ILSVRC2012_val_00031548.JPEG,random,0.00864302646368742,-0.2690940797328949,-0.2604510486125946
pit_b_224,ILSVRC2012_val_00031586.JPEG,random,0.14715251326560974,-0.21888914704322815,-0.071736641228199
pit_b_224,ILSVRC2012_val_00031588.JPEG,promotion,0.08691250532865524,-0.33404645323753357,-0.24713397026062012
pit_b_224,ILSVRC2012_val_00031593.JPEG,promotion,0.09280656278133392,-0.22962941229343414,-0.13682283461093903
pit_b_224,ILSVRC2012_val_00031588.JPEG,stable_high,0.08420775085687637,-0.3381548821926117,-0.2539471387863159
pit_b_224,ILSVRC2012_val_00031593.JPEG,stable_high,0.0832684114575386,-0.22318799793720245,-0.13991960883140564
pit_b_224,ILSVRC2012_val_00031588.JPEG,stable_low,0.07709507644176483,-0.3596641719341278,-0.28256911039352417
pit_b_224,ILSVRC2012_val_00031593.JPEG,stable_low,0.05209116265177727,-0.22323884069919586,-0.1711476743221283
pit_b_224,ILSVRC2012_val_00031588.JPEG,random,0.06343158334493637,-0.33905696868896484,-0.27562540769577026
pit_b_224,ILSVRC2012_val_00031593.JPEG,random,0.08390273153781891,-0.22685913741588593,-0.14295639097690582
pit_b_224,ILSVRC2012_val_00031629.JPEG,promotion,0.13370266556739807,-0.22721947729587555,-0.09351682662963867
pit_b_224,ILSVRC2012_val_00031647.JPEG,promotion,0.09370908886194229,-0.2909458577632904,-0.19723676145076752
pit_b_224,ILSVRC2012_val_00031629.JPEG,stable_high,0.12887993454933167,-0.22111961245536804,-0.09223967790603638
pit_b_224,ILSVRC2012_val_00031647.JPEG,stable_high,0.108950674533844,-0.2739664912223816,-0.1650158017873764
pit_b_224,ILSVRC2012_val_00031629.JPEG,stable_low,0.1487894207239151,-0.3345271944999695,-0.185737743973732
pit_b_224,ILSVRC2012_val_00031647.JPEG,stable_low,0.030097777023911476,-0.3246031701564789,-0.29450538754463196
pit_b_224,ILSVRC2012_val_00031629.JPEG,random,0.13540084660053253,-0.26226213574409485,-0.12686128914356232
pit_b_224,ILSVRC2012_val_00031647.JPEG,random,0.07639224827289581,-0.2927244007587433,-0.21633218228816986
pit_b_224,ILSVRC2012_val_00031670.JPEG,promotion,0.02740601636469364,-0.25975704193115234,-0.23235101997852325
pit_b_224,ILSVRC2012_val_00031686.JPEG,promotion,0.14517174661159515,-0.24688757956027985,-0.1017158254981041
pit_b_224,ILSVRC2012_val_00031670.JPEG,stable_high,0.05155685171484947,-0.25779131054878235,-0.20623447000980377
pit_b_224,ILSVRC2012_val_00031686.JPEG,stable_high,0.12449689209461212,-0.23615777492523193,-0.11166087538003922
pit_b_224,ILSVRC2012_val_00031670.JPEG,stable_low,0.014669914729893208,-0.34297510981559753,-0.328305184841156
pit_b_224,ILSVRC2012_val_00031686.JPEG,stable_low,0.06460825353860855,-0.25578293204307556,-0.19117471575737
pit_b_224,ILSVRC2012_val_00031670.JPEG,random,0.020780548453330994,-0.26564130187034607,-0.24486075341701508
pit_b_224,ILSVRC2012_val_00031686.JPEG,random,0.11338848620653152,-0.26027819514274597,-0.14688973128795624
pit_b_224,ILSVRC2012_val_00031762.JPEG,promotion,0.09666449576616287,-0.27472954988479614,-0.17806506156921387
pit_b_224,ILSVRC2012_val_00031783.JPEG,promotion,0.13158857822418213,-0.3908555507659912,-0.2592669427394867
pit_b_224,ILSVRC2012_val_00031762.JPEG,stable_high,0.07730943709611893,-0.27466586232185364,-0.1973564177751541
pit_b_224,ILSVRC2012_val_00031783.JPEG,stable_high,0.1147342175245285,-0.383708655834198,-0.2689744532108307
pit_b_224,ILSVRC2012_val_00031762.JPEG,stable_low,0.04948808625340462,-0.2901095747947693,-0.24062152206897736
pit_b_224,ILSVRC2012_val_00031783.JPEG,stable_low,0.11068390309810638,-0.40775707364082336,-0.2970731556415558
