source_model,target_model,direction_kind,sample_index,image_name,same_image_cosine,mismatched_image_cosine,same_minus_mismatched_cosine,same_image_sign_agreement,mismatched_image_sign_agreement
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,27,ILSVRC2012_val_00039421.JPEG,0.004489530809223652,0.002737640868872404,0.0017518899403512478,0.4788914918899536,0.48563244938850403
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,28,ILSVRC2012_val_00039426.JPEG,0.003029490355402231,-0.00975966826081276,0.012789158150553703,0.4781854450702667,0.4709930121898651
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,29,ILSVRC2012_val_00039464.JPEG,0.018973294645547867,-0.0002229106321465224,0.019196204841136932,0.47832414507865906,0.48226046562194824
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,30,ILSVRC2012_val_00039490.JPEG,-0.009423217736184597,-0.0014569188933819532,-0.007966298609972,0.47489607334136963,0.48001354932785034
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,31,ILSVRC2012_val_00039737.JPEG,0.005558024160563946,0.010032517835497856,-0.00447449367493391,0.49044230580329895,0.47735413908958435
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,32,ILSVRC2012_val_00039746.JPEG,0.009785315953195095,-0.0037734690122306347,0.013558784499764442,0.47526708245277405,0.4768589735031128
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,33,ILSVRC2012_val_00039748.JPEG,-0.022356901317834854,-0.004625596571713686,-0.017731305211782455,0.47148868441581726,0.48239243030548096
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,34,ILSVRC2012_val_00039815.JPEG,0.009748767130076885,-0.0028587989509105682,0.012607566080987453,0.4922785460948944,0.47548872232437134
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,35,ILSVRC2012_val_00039842.JPEG,0.004086880479007959,0.0015092010144144297,0.0025776794645935297,0.48900774121284485,0.48917368054389954
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,36,ILSVRC2012_val_00039892.JPEG,0.0021496093831956387,-0.0008157615084201097,0.0029653708916157484,0.47530925273895264,0.4763123393058777
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,37,ILSVRC2012_val_00039939.JPEG,-0.023188913241028786,-0.001184861408546567,-0.022004051133990288,0.4726746082305908,0.48967793583869934
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,38,ILSVRC2012_val_00040016.JPEG,0.0054252902045845985,0.00018800795078277588,0.005237282253801823,0.4692881405353546,0.4866371750831604
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,39,ILSVRC2012_val_00040140.JPEG,-0.0012726571876555681,-0.0005611450760625303,-0.0007115121115930378,0.4774269759654999,0.46468308568000793
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,40,ILSVRC2012_val_00040221.JPEG,-0.019811861217021942,-0.002283200155943632,-0.017528660595417023,0.481367290019989,0.48647481203079224
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,41,ILSVRC2012_val_00040291.JPEG,0.005213061813265085,0.009183204732835293,-0.003970142919570208,0.4728412628173828,0.48314037919044495
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,42,ILSVRC2012_val_00040345.JPEG,-0.010425535961985588,-0.0037685914430767298,-0.006656944751739502,0.4840942919254303,0.47766193747520447
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,43,ILSVRC2012_val_00040407.JPEG,0.02023298665881157,0.0026557990349829197,0.017577188089489937,0.49311354756355286,0.48637300729751587
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,44,ILSVRC2012_val_00040452.JPEG,-0.01448187418282032,-0.007688602432608604,-0.006793271750211716,0.47813665866851807,0.4863821566104889
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,45,ILSVRC2012_val_00040457.JPEG,-0.033040426671504974,-0.007362352684140205,-0.02567807398736477,0.4894264340400696,0.49011102318763733
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,46,ILSVRC2012_val_00040494.JPEG,0.004999196622520685,0.00036922714207321405,0.004629969596862793,0.48075976967811584,0.4811859130859375
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,47,ILSVRC2012_val_00040541.JPEG,0.00960241723805666,0.0019396586576476693,0.007662758696824312,0.4156414568424225,0.41011977195739746
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,48,ILSVRC2012_val_00040601.JPEG,-0.0036450077313929796,0.005041581578552723,-0.008686589077115059,0.47924309968948364,0.48182639479637146
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,49,ILSVRC2012_val_00040634.JPEG,0.004515277221798897,0.00016294606029987335,0.0043523311614990234,0.4542549252510071,0.44807693362236023
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,50,ILSVRC2012_val_00040798.JPEG,0.0026844311505556107,0.0007961888331919909,0.0018882423173636198,0.47939541935920715,0.4810671806335449
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,51,ILSVRC2012_val_00040930.JPEG,-0.018912924453616142,0.0018990495009347796,-0.02081197313964367,0.4840518832206726,0.48258447647094727
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,52,ILSVRC2012_val_00040952.JPEG,-0.019153038039803505,-0.00886781606823206,-0.010285221971571445,0.47953689098358154,0.48117777705192566
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,53,ILSVRC2012_val_00040966.JPEG,0.0028386551421135664,0.0018320383969694376,0.0010066167451441288,0.488452285528183,0.48709821701049805
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,54,ILSVRC2012_val_00041010.JPEG,-0.0038391852285712957,0.004191326908767223,-0.008030512370169163,0.4653651714324951,0.48662135004997253
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,55,ILSVRC2012_val_00041063.JPEG,-0.005036567337810993,0.001120668021030724,-0.006157235242426395,0.4852006137371063,0.4737909138202667
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,56,ILSVRC2012_val_00041080.JPEG,0.035182561725378036,0.00035990728065371513,0.034822653979063034,0.49966779351234436,0.490492582321167
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,57,ILSVRC2012_val_00041241.JPEG,-0.0025279398541897535,0.00096519710496068,-0.0034931369591504335,0.4695204794406891,0.47959887981414795
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,58,ILSVRC2012_val_00041354.JPEG,0.0016212258487939835,0.006165546365082264,-0.0045443205162882805,0.4911493957042694,0.4842154085636139
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,59,ILSVRC2012_val_00041406.JPEG,-0.006609736010432243,-0.0005732735735364258,-0.006036462262272835,0.4793986976146698,0.48547735810279846
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,60,ILSVRC2012_val_00041468.JPEG,-0.009726804681122303,0.009817301295697689,-0.019544105976819992,0.4870145916938782,0.4859903156757355
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,61,ILSVRC2012_val_00041474.JPEG,-0.0015038117999210954,-0.002534090541303158,0.0010302787413820624,0.4876345098018646,0.4812449812889099
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,62,ILSVRC2012_val_00041483.JPEG,-0.00511803338304162,-0.00920422188937664,0.00408618850633502,0.4887859523296356,0.4843215346336365
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,63,ILSVRC2012_val_00041486.JPEG,0.015958335250616074,-0.00035348907113075256,0.016311824321746826,0.4842258393764496,0.47904080152511597
vit_base_patch16_224,cait_s24_224,permuted_coefficient_covariance,0,ILSVRC2012_val_00037758.JPEG,0.0008827669662423432,-0.007491579279303551,0.008374346420168877,0.4977511167526245,0.49120745062828064
vit_base_patch16_224,cait_s24_224,permuted_coefficient_covariance,1,ILSVRC2012_val_00037916.JPEG,0.004134650807827711,-0.004952822811901569,0.009087473154067993,0.49518659710884094,0.49245283007621765
vit_base_patch16_224,cait_s24_224,permuted_coefficient_covariance,2,ILSVRC2012_val_00037926.JPEG,-0.007562732789665461,-0.0018154018325731158,-0.005747330840677023,0.4923962950706482,0.4896760582923889
vit_base_patch16_224,cait_s24_224,permuted_coefficient_covariance,3,ILSVRC2012_val_00037929.JPEG,0.06553839892148972,0.0019874570425599813,0.06355094164609909,0.4918557107448578,0.4894523322582245
vit_base_patch16_224,cait_s24_224,permuted_coefficient_covariance,4,ILSVRC2012_val_00038033.JPEG,-0.03855755180120468,-0.0027563264593482018,-0.035801224410533905,0.4867662191390991,0.47410911321640015
vit_base_patch16_224,cait_s24_224,permuted_coefficient_covariance,5,ILSVRC2012_val_00038096.JPEG,-0.006616426631808281,-0.0002496993984095752,-0.0063667274080216885,0.49296805262565613,0.4925128221511841
vit_base_patch16_224,cait_s24_224,permuted_coefficient_covariance,6,ILSVRC2012_val_00038110.JPEG,-0.011828506365418434,-0.00925622507929802,-0.0025722812861204147,0.48371922969818115,0.49172574281692505
vit_base_patch16_224,cait_s24_224,permuted_coefficient_covariance,7,ILSVRC2012_val_00038142.JPEG,-0.014039506204426289,-0.010544119402766228,-0.003495386801660061,0.4992160499095917,0.49240612983703613
vit_base_patch16_224,cait_s24_224,permuted_coefficient_covariance,8,ILSVRC2012_val_00038157.JPEG,-0.005879332777112722,-0.0021481437142938375,-0.003731189062818885,0.4863133728504181,0.4932500720024109
vit_base_patch16_224,cait_s24_224,permuted_coefficient_covariance,9,ILSVRC2012_val_00038221.JPEG,-0.00030782073736190796,0.0004061805084347725,-0.0007140012457966805,0.48589026927948,0.48618024587631226
