source_model,target_model,score_kind,sample_index,image_name,score_spearman_raw_target_removal_delta,score_spearman_processed_target_removal_delta,score_spearman_raw_source_removal_delta,score_spearman_processed_source_removal_delta,score_spearman_raw_transfer_selective_benefit,score_spearman_processed_transfer_selective_benefit,score_spearman_view_to_uniform_cosine,topk_processed_target_removal_delta,lowk_processed_target_removal_delta
vit_base_patch16_224,cait_s24_224,consensus,5,ILSVRC2012_val_00038096.JPEG,-0.1849624216556549,-0.1293233036994934,-0.8135339021682739,-0.8285714387893677,-0.8120300769805908,-0.7789473533630371,0.42255640029907227,-0.00018025115423370153,1.1902302503585815e-06
vit_base_patch16_224,cait_s24_224,shuffled_semantic,4,ILSVRC2012_val_00038033.JPEG,0.09172933548688889,0.0466165691614151,0.35187968611717224,0.3263157904148102,0.03308270871639252,0.16390977799892426,-0.16390976309776306,-0.001491400646045804,0.001239921897649765
vit_base_patch16_224,cait_s24_224,shuffled_semantic,5,ILSVRC2012_val_00038096.JPEG,-0.2300751805305481,-0.1518796980381012,0.35639095306396484,0.3503759205341339,0.36240601539611816,0.35187971591949463,-0.34887218475341797,-0.0002721477358136326,5.430187957244925e-05
vit_base_patch16_224,cait_s24_224,permuted_score,4,ILSVRC2012_val_00038033.JPEG,0.2571428418159485,0.3142856955528259,0.2661653757095337,0.2631578743457794,-0.30225563049316406,-0.20902255177497864,-0.7759398818016052,-0.0004662625433411449,0.0015685841208323836
vit_base_patch16_224,cait_s24_224,permuted_score,5,ILSVRC2012_val_00038096.JPEG,0.06165415048599243,0.0917293131351471,-0.4180451035499573,-0.4240601658821106,-0.45413535833358765,-0.48571428656578064,0.3218045234680176,0.00025795531109906733,-8.320435881614685e-05
vit_base_patch16_224,cait_s24_224,phase,6,ILSVRC2012_val_00038110.JPEG,0.11127820611000061,0.11879700422286987,0.7007519006729126,0.6150376796722412,0.18045112490653992,0.15488721430301666,0.36240601539611816,0.00011787792027462274,-0.00011381842341506854
vit_base_patch16_224,cait_s24_224,phase,7,ILSVRC2012_val_00038142.JPEG,-0.21503761410713196,-0.1759398728609085,0.3548872172832489,0.3593984842300415,0.44511279463768005,0.44511279463768005,0.4526315927505493,-0.0007077308255247772,7.268879562616348e-05
vit_base_patch16_224,cait_s24_224,flip,6,ILSVRC2012_val_00038110.JPEG,0.23458647727966309,0.23609024286270142,0.24360904097557068,0.19248124957084656,-0.17443610727787018,-0.21353384852409363,0.21954885125160217,0.0009710622834973037,-0.000160950148710981
vit_base_patch16_224,cait_s24_224,flip,7,ILSVRC2012_val_00038142.JPEG,0.1789473593235016,0.22255638241767883,-0.1563909649848938,-0.1293233036994934,-0.20451128482818604,-0.17443609237670898,0.04511278122663498,0.0002329731360077858,-0.000339575664838776
vit_base_patch16_224,cait_s24_224,consensus,6,ILSVRC2012_val_00038110.JPEG,0.10676691681146622,0.11278195679187775,0.43609026074409485,0.3654135465621948,-0.016541369259357452,-0.04511280357837677,0.3924812078475952,0.0009710622834973037,-2.058989593933802e-05
vit_base_patch16_224,cait_s24_224,consensus,7,ILSVRC2012_val_00038142.JPEG,-0.12180450558662415,-0.07067669183015823,0.018045127391815186,0.028571434319019318,0.11127820611000061,0.12030075490474701,0.18345865607261658,-0.0007381571340374649,-0.00010763332102214918
vit_base_patch16_224,cait_s24_224,shuffled_semantic,6,ILSVRC2012_val_00038110.JPEG,0.03609021008014679,0.03759396821260452,0.37142857909202576,0.22857141494750977,0.040601491928100586,0.01804511249065399,0.054135337471961975,-0.00033153087133541703,-0.00025138663477264345
vit_base_patch16_224,cait_s24_224,shuffled_semantic,7,ILSVRC2012_val_00038142.JPEG,-0.003007546067237854,-0.09473684430122375,-0.15789476037025452,-0.1473684310913086,-0.07669173181056976,-0.0827067643404007,-0.08421052992343903,-0.00018183347128797323,-0.00048372140736319125
vit_base_patch16_224,cait_s24_224,permuted_score,6,ILSVRC2012_val_00038110.JPEG,0.2857142686843872,0.29172930121421814,-0.07669173926115036,-0.11428571492433548,-0.48571425676345825,-0.4646616280078888,-0.1939849555492401,0.00023064669221639633,0.00034369603963568807
vit_base_patch16_224,cait_s24_224,permuted_score,7,ILSVRC2012_val_00038142.JPEG,0.2571428418159485,0.27518796920776367,-0.2165413498878479,-0.20601503551006317,-0.3187969923019409,-0.27518796920776367,0.028571419417858124,-0.00028401808231137693,-0.0005199236911721528
vit_base_patch16_224,cait_s24_224,phase,8,ILSVRC2012_val_00038157.JPEG,-0.00150376558303833,0.01503761112689972,-0.045112788677215576,-0.06315790116786957,-0.13082706928253174,-0.1473684161901474,-0.037593990564346313,0.0003352440835442394,-0.0006259173387661576
vit_base_patch16_224,cait_s24_224,phase,9,ILSVRC2012_val_00038221.JPEG,-0.15488722920417786,-0.15488722920417786,-0.18646615743637085,-0.16240599751472473,-0.2075187861919403,-0.24060150980949402,0.06315791606903076,-3.836015457636677e-05,0.001659804955124855
vit_base_patch16_224,cait_s24_224,flip,8,ILSVRC2012_val_00038157.JPEG,0.21503758430480957,0.23308271169662476,-0.3593984842300415,-0.3142856955528259,-0.42255640029907227,-0.3969925045967102,0.07669173181056976,-0.00034748652251437306,-0.0006431408110074699
vit_base_patch16_224,cait_s24_224,flip,9,ILSVRC2012_val_00038221.JPEG,0.1428571194410324,0.1428571194410324,-0.0781954899430275,-0.08421052992343903,-0.1849624216556549,-0.17443609237670898,-0.28721803426742554,-0.0003948844678234309,0.0010190808679908514
vit_base_patch16_224,cait_s24_224,consensus,8,ILSVRC2012_val_00038157.JPEG,0.10375939309597015,0.11729323863983154,-0.11428570002317429,-0.12030074000358582,-0.24360904097557068,-0.24812030792236328,-0.06616540998220444,0.0005845459527336061,-0.00024837348610162735
vit_base_patch16_224,cait_s24_224,consensus,9,ILSVRC2012_val_00038221.JPEG,0.05263158679008484,0.05263158679008484,-0.00751880556344986,0.012030065059661865,-0.058646634221076965,-0.0646616518497467,-0.01954888552427292,0.00014773999282624573,0.0012667746050283313
vit_base_patch16_224,cait_s24_224,shuffled_semantic,8,ILSVRC2012_val_00038157.JPEG,-0.0225563682615757,-0.03157892823219299,-0.08120299875736237,-0.07067668437957764,0.010526314377784729,0.06315790116786957,-0.19248118996620178,-0.0006231255829334259,-0.0001829192042350769
vit_base_patch16_224,cait_s24_224,shuffled_semantic,9,ILSVRC2012_val_00038221.JPEG,0.08872179687023163,0.08872179687023163,-0.14586466550827026,-0.15789473056793213,-0.17293232679367065,-0.1203007623553276,-0.16090227663516998,0.0018372401827946305,0.0005597913987003267
vit_base_patch16_224,cait_s24_224,permuted_score,8,ILSVRC2012_val_00038157.JPEG,-0.04360903054475784,-0.048120319843292236,-0.523308277130127,-0.5172932147979736,-0.5218045115470886,-0.5428571701049805,0.07669174671173096,0.00017179605492856354,-0.00017908719019033015
vit_base_patch16_224,cait_s24_224,permuted_score,9,ILSVRC2012_val_00038221.JPEG,0.03007519245147705,0.03007519245147705,0.24210524559020996,0.22857141494750977,0.3593984842300415,0.37593987584114075,0.00300753116607666,1.694238744676113e-05,0.0006488633225671947
vit_base_patch16_224,cait_s24_224,phase,10,ILSVRC2012_val_00038236.JPEG,-0.012030068784952164,0.009022556245326996,-0.14887218177318573,-0.16390979290008545,-0.2616541385650635,-0.29323309659957886,0.028571441769599915,-0.0003994824946857989,-0.0004410024848766625
vit_base_patch16_224,cait_s24_224,phase,11,ILSVRC2012_val_00038251.JPEG,0.06315789371728897,-0.02857142686843872,0.5609022378921509,0.5789473652839661,0.3729322850704193,0.42105263471603394,0.3684210777282715,0.00015105232887435704,-0.00022910461120773107
vit_base_patch16_224,cait_s24_224,flip,10,ILSVRC2012_val_00038236.JPEG,-0.04962405934929848,-0.022556398063898087,-0.27368420362472534,-0.24210527539253235,-0.25112780928611755,-0.23909777402877808,-0.0736842229962349,0.00036974484100937843,0.0003522450278978795
vit_base_patch16_224,cait_s24_224,flip,11,ILSVRC2012_val_00038251.JPEG,0.015037581324577332,-0.01954888552427292,-0.3699248135089874,-0.29624059796333313,-0.3774435818195343,-0.3172932267189026,0.1383458524942398,-0.00052993482677266,-0.000532202422618866
vit_base_patch16_224,cait_s24_224,consensus,10,ILSVRC2012_val_00038236.JPEG,0.03157896548509598,0.04360901936888695,-0.18195484578609467,-0.18195489048957825,-0.22706766426563263,-0.23308274149894714,-0.04511278122663498,-5.523953586816788e-05,-9.127292287303135e-05
vit_base_patch16_224,cait_s24_224,consensus,11,ILSVRC2012_val_00038251.JPEG,0.0646616518497467,-0.0015037581324577332,0.10075189173221588,0.156390979886055,-0.10526317358016968,-0.049624066799879074,0.3744361102581024,0.00025549271958880126,-0.00048416780191473663
vit_base_patch16_224,cait_s24_224,shuffled_semantic,10,ILSVRC2012_val_00038236.JPEG,0.25263160467147827,0.23759396374225616,0.3052631914615631,0.34736841917037964,0.31127819418907166,0.28872179985046387,0.12481202185153961,0.0004575256316456944,-0.0004524989053606987
vit_base_patch16_224,cait_s24_224,shuffled_semantic,11,ILSVRC2012_val_00038251.JPEG,0.07518795877695084,0.10977443307638168,-0.24060148000717163,-0.28421056270599365,-0.24962404370307922,-0.3052631616592407,-0.12180453538894653,-0.00033179819001816213,-0.0004416540323290974
vit_base_patch16_224,cait_s24_224,permuted_score,10,ILSVRC2012_val_00038236.JPEG,0.20451128482818604,0.17142857611179352,0.05112782120704651,0.05864662304520607,-0.025563914328813553,-0.04360903427004814,-0.11127818375825882,0.00021765432029496878,-4.8410522140329704e-05
vit_base_patch16_224,cait_s24_224,permuted_score,11,ILSVRC2012_val_00038251.JPEG,0.08421052992343903,0.18195489048957825,0.01353384554386139,-0.01203007623553276,-0.09022556245326996,-0.1654135286808014,-0.5278195142745972,-0.00012826919555664062,-0.0006207771948538721
vit_base_patch16_224,cait_s24_224,phase,12,ILSVRC2012_val_00038413.JPEG,-0.38045114278793335,-0.3954887390136719,-0.013533815741539001,-0.010526329278945923,0.27819550037384033,0.3097744882106781,0.7323307991027832,-0.0005190716474317014,0.000557029212359339
vit_base_patch16_224,cait_s24_224,phase,13,ILSVRC2012_val_00038427.JPEG,-0.19999998807907104,-0.13383455574512482,0.29624059796333313,0.2857142686843872,0.339849591255188,0.35338348150253296,-0.13984963297843933,-0.00018668212578631938,0.0017166774487122893
vit_base_patch16_224,cait_s24_224,flip,12,ILSVRC2012_val_00038413.JPEG,-0.3142857253551483,-0.30225563049316406,-0.6736841201782227,-0.6706766486167908,-0.43007516860961914,-0.4421052634716034,0.1699248105287552,-0.0004058636841364205,0.00031991160358302295
vit_base_patch16_224,cait_s24_224,flip,13,ILSVRC2012_val_00038427.JPEG,0.2721804678440094,0.23759400844573975,-0.3654135465621948,-0.3639097809791565,-0.317293256521225,-0.3353383541107178,0.22406014800071716,-0.00012740791135001928,-0.0003074904961977154
vit_base_patch16_224,cait_s24_224,consensus,12,ILSVRC2012_val_00038413.JPEG,-0.34887218475341797,-0.3548872470855713,-0.24210524559020996,-0.24661652743816376,0.09924812614917755,0.12481202185153961,0.732330858707428,-0.0007203550194390118,0.00026018451899290085
vit_base_patch16_224,cait_s24_224,consensus,13,ILSVRC2012_val_00038427.JPEG,0.15488722920417786,0.13684211671352386,-0.34887218475341797,-0.3548872470855713,-0.2962406277656555,-0.28721803426742554,0.09924811124801636,-6.44844985799864e-05,0.0016090236604213715
vit_base_patch16_224,cait_s24_224,shuffled_semantic,12,ILSVRC2012_val_00038413.JPEG,-0.272180438041687,-0.2541353404521942,-0.2255638986825943,-0.20451128482818604,-0.32030075788497925,-0.3082706928253174,0.04210527241230011,-1.0177051080972888e-05,0.0004266096802894026
vit_base_patch16_224,cait_s24_224,shuffled_semantic,13,ILSVRC2012_val_00038427.JPEG,-0.10977442562580109,-0.018045134842395782,-0.1338346004486084,-0.11127819120883942,-0.13984963297843933,-0.14586466550827026,0.19999998807907104,-0.00027323709218762815,-0.00035725740599446
vit_base_patch16_224,cait_s24_224,permuted_score,12,ILSVRC2012_val_00038413.JPEG,-0.09172933548688889,-0.06616543978452682,-0.040601521730422974,-0.03308271989226341,0.09924811124801636,0.11127818375825882,0.7338346242904663,-0.0004286336188670248,0.00023340857296716422
vit_base_patch16_224,cait_s24_224,permuted_score,13,ILSVRC2012_val_00038427.JPEG,0.33834582567214966,0.3308270573616028,7.450580596923828e-09,-0.025563903152942657,-0.01804511249065399,-0.009022563695907593,0.0736842229962349,0.0016890534898266196,-0.0001799772580852732
vit_base_patch16_224,cait_s24_224,phase,14,ILSVRC2012_val_00038546.JPEG,0.0736842080950737,0.12631578743457794,-0.1293233186006546,-0.1849624216556549,-0.2345864623785019,-0.2917293310165405,0.06616539508104324,-0.000703700992744416,-0.0009688787395134568
vit_base_patch16_224,cait_s24_224,phase,15,ILSVRC2012_val_00038597.JPEG,-0.04511277377605438,-0.05864661931991577,-0.11278197169303894,0.11578947305679321,-0.138345867395401,0.06315788626670837,0.007518801838159561,-0.00011454215564299375,0.00029939349042251706
vit_base_patch16_224,cait_s24_224,flip,14,ILSVRC2012_val_00038546.JPEG,-0.31278195977211,-0.30075186491012573,-0.13082706928253174,-0.11879699677228928,0.1293233036994934,0.14887216687202454,0.12180452793836594,-0.0006517224246636033,0.00038706176565028727
vit_base_patch16_224,cait_s24_224,flip,15,ILSVRC2012_val_00038597.JPEG,-0.20150376856327057,-0.267669141292572,0.058646634221076965,0.29172930121421814,0.11278196424245834,0.33383455872535706,0.1428571492433548,0.0002993786765728146,0.0003790426126215607
