model,sample_index,image_name,layer,layer_index,feature_source,grid_h,grid_w,strategy,drop_ratio,repeat,clean_correct,route_logit_drop,route_loss_increase,route_prediction_changed,selected_score_mean
vit_base_patch16_224,0,ILSVRC2012_val_00000031.JPEG,early,0,feature_modules[0],14,14,random_uniform,0.15,3,True,0.04479694366455078,0.0055932700634002686,False,0.2869657278060913
vit_base_patch16_224,1,ILSVRC2012_val_00000081.JPEG,early,0,feature_modules[0],14,14,random_uniform,0.15,3,True,-0.5965738296508789,-0.031290728598833084,False,0.27439215779304504
vit_base_patch16_224,2,ILSVRC2012_val_00000102.JPEG,early,0,feature_modules[0],14,14,random_uniform,0.15,3,True,0.5796365737915039,0.10273638367652893,False,0.2900133430957794
vit_base_patch16_224,3,ILSVRC2012_val_00000117.JPEG,early,0,feature_modules[0],14,14,random_uniform,0.15,3,True,0.2994871139526367,0.029284387826919556,False,0.287242591381073
vit_base_patch16_224,4,ILSVRC2012_val_00000120.JPEG,early,0,feature_modules[0],14,14,random_uniform,0.15,3,True,-0.27396583557128906,-0.048179954290390015,False,0.1936519294977188
vit_base_patch16_224,5,ILSVRC2012_val_00000138.JPEG,early,0,feature_modules[0],14,14,random_uniform,0.15,3,True,-0.08216667175292969,-0.008988484740257263,False,0.2578223943710327
vit_base_patch16_224,6,ILSVRC2012_val_00000166.JPEG,early,0,feature_modules[0],14,14,random_uniform,0.15,3,True,0.0289154052734375,0.0032546892762184143,False,0.21435540914535522
vit_base_patch16_224,7,ILSVRC2012_val_00000262.JPEG,early,0,feature_modules[0],14,14,random_uniform,0.15,3,True,0.0458984375,0.004116952419281006,False,0.27673614025115967
vit_base_patch16_224,0,ILSVRC2012_val_00000031.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,0,True,0.021714210510253906,0.0025310218334198,False,0.29692724347114563
vit_base_patch16_224,1,ILSVRC2012_val_00000081.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,0,True,0.32024097442626953,0.0196504145860672,False,0.28971216082572937
vit_base_patch16_224,2,ILSVRC2012_val_00000102.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,0,True,0.6166505813598633,0.16364385187625885,False,0.31835463643074036
vit_base_patch16_224,3,ILSVRC2012_val_00000117.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,0,True,1.1878204345703125,0.19191649556159973,False,0.2718486487865448
vit_base_patch16_224,4,ILSVRC2012_val_00000120.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,0,True,-0.3705101013183594,-0.060722678899765015,False,0.2213398814201355
vit_base_patch16_224,5,ILSVRC2012_val_00000138.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,0,True,-0.12676715850830078,-0.012672722339630127,False,0.30028948187828064
vit_base_patch16_224,6,ILSVRC2012_val_00000166.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,0,True,0.12538909912109375,0.013545989990234375,False,0.27014774084091187
vit_base_patch16_224,7,ILSVRC2012_val_00000262.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,0,True,0.06624126434326172,0.005804978311061859,False,0.2879377007484436
vit_base_patch16_224,0,ILSVRC2012_val_00000031.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,1,True,0.021714210510253906,0.0025310218334198,False,0.29692724347114563
vit_base_patch16_224,1,ILSVRC2012_val_00000081.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,1,True,0.32024097442626953,0.0196504145860672,False,0.28971216082572937
vit_base_patch16_224,2,ILSVRC2012_val_00000102.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,1,True,0.6166505813598633,0.16364385187625885,False,0.31835463643074036
vit_base_patch16_224,3,ILSVRC2012_val_00000117.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,1,True,1.1878204345703125,0.19191649556159973,False,0.2718486487865448
vit_base_patch16_224,4,ILSVRC2012_val_00000120.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,1,True,-0.3705101013183594,-0.060722678899765015,False,0.2213398814201355
vit_base_patch16_224,5,ILSVRC2012_val_00000138.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,1,True,-0.12676715850830078,-0.012672722339630127,False,0.30028948187828064
vit_base_patch16_224,6,ILSVRC2012_val_00000166.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,1,True,0.12538909912109375,0.013545989990234375,False,0.27014774084091187
vit_base_patch16_224,7,ILSVRC2012_val_00000262.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,1,True,0.06624126434326172,0.005804978311061859,False,0.2879377007484436
vit_base_patch16_224,0,ILSVRC2012_val_00000031.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,2,True,0.021714210510253906,0.0025310218334198,False,0.29692724347114563
vit_base_patch16_224,1,ILSVRC2012_val_00000081.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,2,True,0.32024097442626953,0.0196504145860672,False,0.28971216082572937
vit_base_patch16_224,2,ILSVRC2012_val_00000102.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,2,True,0.6166505813598633,0.16364385187625885,False,0.31835463643074036
vit_base_patch16_224,3,ILSVRC2012_val_00000117.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,2,True,1.1878204345703125,0.19191649556159973,False,0.2718486487865448
vit_base_patch16_224,4,ILSVRC2012_val_00000120.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,2,True,-0.3705101013183594,-0.060722678899765015,False,0.2213398814201355
vit_base_patch16_224,5,ILSVRC2012_val_00000138.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,2,True,-0.12676715850830078,-0.012672722339630127,False,0.30028948187828064
vit_base_patch16_224,6,ILSVRC2012_val_00000166.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,2,True,0.12538909912109375,0.013545989990234375,False,0.27014774084091187
vit_base_patch16_224,7,ILSVRC2012_val_00000262.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,2,True,0.06624126434326172,0.005804978311061859,False,0.2879377007484436
vit_base_patch16_224,0,ILSVRC2012_val_00000031.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,3,True,0.021714210510253906,0.0025310218334198,False,0.29692724347114563
vit_base_patch16_224,1,ILSVRC2012_val_00000081.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,3,True,0.32024097442626953,0.0196504145860672,False,0.28971216082572937
vit_base_patch16_224,2,ILSVRC2012_val_00000102.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,3,True,0.6166505813598633,0.16364385187625885,False,0.31835463643074036
vit_base_patch16_224,3,ILSVRC2012_val_00000117.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,3,True,1.1878204345703125,0.19191649556159973,False,0.2718486487865448
vit_base_patch16_224,4,ILSVRC2012_val_00000120.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,3,True,-0.3705101013183594,-0.060722678899765015,False,0.2213398814201355
vit_base_patch16_224,5,ILSVRC2012_val_00000138.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,3,True,-0.12676715850830078,-0.012672722339630127,False,0.30028948187828064
vit_base_patch16_224,6,ILSVRC2012_val_00000166.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,3,True,0.12538909912109375,0.013545989990234375,False,0.27014774084091187
vit_base_patch16_224,7,ILSVRC2012_val_00000262.JPEG,early,0,feature_modules[0],14,14,score_deviation_extreme,0.15,3,True,0.06624126434326172,0.005804978311061859,False,0.2879377007484436
vit_base_patch16_224,0,ILSVRC2012_val_00000031.JPEG,mid,6,feature_modules[6],14,14,high_score_extreme,0.15,0,True,-0.10973453521728516,-0.012109026312828064,False,0.12298758327960968
vit_base_patch16_224,1,ILSVRC2012_val_00000081.JPEG,mid,6,feature_modules[6],14,14,high_score_extreme,0.15,0,True,-0.038214683532714844,-0.005764693021774292,False,0.12687252461910248
vit_base_patch16_224,2,ILSVRC2012_val_00000102.JPEG,mid,6,feature_modules[6],14,14,high_score_extreme,0.15,0,True,0.5425987243652344,0.07594841718673706,False,0.13653148710727692
vit_base_patch16_224,3,ILSVRC2012_val_00000117.JPEG,mid,6,feature_modules[6],14,14,high_score_extreme,0.15,0,True,0.6646795272827148,0.10666659474372864,False,0.11100597679615021
vit_base_patch16_224,4,ILSVRC2012_val_00000120.JPEG,mid,6,feature_modules[6],14,14,high_score_extreme,0.15,0,True,0.016513824462890625,-0.004963621497154236,False,0.11296169459819794
vit_base_patch16_224,5,ILSVRC2012_val_00000138.JPEG,mid,6,feature_modules[6],14,14,high_score_extreme,0.15,0,True,-0.22443580627441406,-0.02201663702726364,False,0.13297933340072632
vit_base_patch16_224,6,ILSVRC2012_val_00000166.JPEG,mid,6,feature_modules[6],14,14,high_score_extreme,0.15,0,True,0.02575397491455078,0.002198144793510437,False,0.14758257567882538
vit_base_patch16_224,7,ILSVRC2012_val_00000262.JPEG,mid,6,feature_modules[6],14,14,high_score_extreme,0.15,0,True,-0.32802486419677734,-0.023292385041713715,False,0.08275085687637329
vit_base_patch16_224,0,ILSVRC2012_val_00000031.JPEG,mid,6,feature_modules[6],14,14,high_score_extreme,0.15,1,True,-0.10973453521728516,-0.012109026312828064,False,0.12298758327960968
vit_base_patch16_224,1,ILSVRC2012_val_00000081.JPEG,mid,6,feature_modules[6],14,14,high_score_extreme,0.15,1,True,-0.038214683532714844,-0.005764693021774292,False,0.12687252461910248
vit_base_patch16_224,2,ILSVRC2012_val_00000102.JPEG,mid,6,feature_modules[6],14,14,high_score_extreme,0.15,1,True,0.5425987243652344,0.07594841718673706,False,0.13653148710727692
vit_base_patch16_224,3,ILSVRC2012_val_00000117.JPEG,mid,6,feature_modules[6],14,14,high_score_extreme,0.15,1,True,0.6646795272827148,0.10666659474372864,False,0.11100597679615021
vit_base_patch16_224,4,ILSVRC2012_val_00000120.JPEG,mid,6,feature_modules[6],14,14,high_score_extreme,0.15,1,True,0.016513824462890625,-0.004963621497154236,False,0.11296169459819794
vit_base_patch16_224,5,ILSVRC2012_val_00000138.JPEG,mid,6,feature_modules[6],14,14,high_score_extreme,0.15,1,True,-0.22443580627441406,-0.02201663702726364,False,0.13297933340072632
